Food Code,Food Name,Water (g),Total nitrogen (g),Protein (g),Fat (g),Carbohydrate (g),Energy (kcal) (kcal),Energy (kJ) (kJ),Starch (g),Oligosaccharide (g),Total sugars (g),Glucose (g),Galactose (g),Fructose (g),Sucrose (g),Maltose (g),Lactose (g),Alcohol (g),NSP (g),AOAC fibre (g),Satd FA /100g FA (g),Satd FA /100g fd (g),n-6 poly /100g FA (g),n-6 poly /100g food (g),n-3 poly /100g FA (g),n-3 poly /100g food (g),cis-Mono FA /100g FA (g),cis-Mono FA /100g Food (g),Mono FA/ 100g FA (g),Mono FA /100g food (g),cis-Polyu FA /100g FA (g),cis-Poly FA /100g Food (g),Poly FA /100g FA (g),Poly FA /100g food (g),Sat FA excl Br /100g FA (g),Sat FA excl Br /100g food (g),Branched chain FA /100g FA (g),Branched chain FA /100g food (g),Trans FAs /100g FA (g),Trans FAs /100g food (g),Cholesterol (mg)
13-145,Ackee,76.7,0.46,2.9,15.2,0.8,151.0,625.0,0.0,0.0,0.8,0.1,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.3,0.52,0.6,0.07,58.5,7.11,0.0,0.0,4.9,0.6,0.0,0.0,36.5,4.44,0.1,0.01,0.0,0.0,0.0
13-146,Agar,46.95,0.145,0.75,0.65,0.0,9.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.05,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13-148,Alfalfa sprouts,93.4,0.64,4.0,0.7,0.4,24.0,100.0,0.0,0.0,0.3,0.1,0.0,0.2,0.0,0.0,0.0,0.0,1.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13-801,Allspice,8.5,0.98,6.1,8.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.0,2.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14-870,Almonds,1.05,1.0175,5.275,13.95,1.725,487.5,2016.75,0.675,0.0,1.05,0.0,0.0,0.0,1.05,0.0,0.0,0.0,1.85,0.0,0.0,1.1075,4.775,2.5475,0.125,0.0675,17.9,9.5475,0.0,9.5475,4.9,2.615,0.0,2.615,2.075,1.1075,0.0,0.0,0.0,0.0,0.0
13-149,Amaranth leaves,89.65,0.52,3.25,0.3,0.3,17.0,71.0,0.1,0.0,0.2,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14-001,Amla,81.8,0.08,0.5,0.1,13.7,58.0,243.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16-448,Anchovies,46.4,4.03,25.2,10.0,0.0,191.0,798.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.1,1.6,0.0,0.0,0.0,0.0,0.0,0.0,53.0,5.3,0.0,0.0,18.4,1.8,0.0,0.0,0.0,0.0,0.5,0.0,63.0
13-802,Anise seeds,9.5,2.82,17.6,15.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.8,0.0,0.0,0.0,3.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14-331,Apple juice,86.6,0.02,0.1,0.0,9.7,37.0,157.0,0.0,0.0,9.7,2.4,0.0,5.5,1.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14-272,Apple juice concentrate,31.4,0.08,0.5,0.6,57.6,223.0,952.0,0.0,0.0,57.6,13.2,0.0,33.9,10.4,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17-851,Apple sauce,77.5,0.04,0.3,0.2,20.2,79.0,336.0,0.0,0.0,20.2,1.6,0.0,4.8,13.7,0.0,0.0,0.0,1.3,1.4,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14-016,Apples,72.9727,0.0655,0.4364,0.3545,16.3636,66.3636,282.3636,0.0,0.0,16.3545,2.7455,0.0,8.3636,5.2636,0.0,0.0,0.0,2.0545,1.4,0.0,0.0727,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0291,0.0,0.0,0.0,0.1536,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14-025,Apricots,62.79,0.21,1.31,0.19,14.44,76.9,328.5,0.0,0.0,14.44,4.88,0.0,2.65,6.89,0.0,0.0,0.0,2.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13-151,Arrowhead,73.05,0.735,4.6,0.3,19.65,99.0,416.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11-001,Arrowroot,12.2,0.07,0.4,0.1,94.0,355.0,1515.0,94.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13-153,Artichoke,71.525,0.3425,2.125,0.15,4.3,21.25,99.0,0.0,0.0,1.2,0.5,0.0,0.3,0.375,0.0,0.0,0.0,0.875,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13-803,Asafoetida,16.0,0.64,4.0,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13-157,Asparagus,22.85,0.1175,0.725,0.15,0.5,26.5,111.5,0.025,0.0,0.475,0.175,0.0,0.275,0.025,0.0,0.0,0.0,0.425,0.0,0.0,0.025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.025,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13-161,Aubergine,56.6111,0.2433,1.4889,12.5,3.7778,140.6667,586.6667,1.4333,0.0111,2.3,1.1778,0.0,0.9889,0.1111,0.0,0.0,0.0,1.6778,0.0,0.0,3.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.31,0.0,0.0,0.0,3.7378,0.0,0.0,0.0,0.0,0.0,0.0233,9.6556
14-039,Avocado,31.25,0.145,0.9,8.25,0.8,153.0,630.5,0.0,0.0,0.225,0.125,0.0,0.05,0.05,0.0,0.0,0.0,1.45,0.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.525,0.0,0.0,0.0,0.775,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16-001,Ayr,78.1,2.54,15.9,1.3,0.0,75.0,318.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14-043,Babaco,93.9,0.18,1.1,0.1,3.1,17.0,72.0,0.0,0.0,3.1,1.3,0.0,1.1,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16-169,Bacha,68.8,2.9,18.1,5.6,0.0,123.0,515.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19-537,Bacon,13.3,1.12,7.05,76.85,0.0,719.5,2963.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.5,0.0,0.0,0.0,8.25,0.0,0.0,0.0,0.0,0.0,0.0,234.0
19-644,Bacon loin steaks,60.6,4.62,28.9,4.3,1.1,158.0,668.0,0.0,0.0,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.82,0.0,0.0,0.0,0.62,0.0,0.0,0.0,0.0,0.0,0.02,31.0
19-009,Bacon rashers,51.7611,3.7461,23.4167,19.8778,0.0889,273.1111,1135.0556,0.0,0.0,0.0889,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.23,7.3,5.185,1.105,0.65,0.1378,17.5122,3.6867,0.0,8.3944,5.8139,1.1611,0.0,2.7278,15.0544,3.1567,0.07,0.015,0.1883,0.0844,66.3889
11-970,Bagels,32.1,1.6,10.0,1.8,57.8,273.0,1161.0,51.3,1.7,4.8,0.8,0.0,1.0,0.0,3.0,0.0,0.0,2.4,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13-532,Baked beans,72.475,0.8575,4.075,1.475,10.0,82.75,350.75,9.15,0.0,3.4,0.65,0.0,0.85,2.725,0.0,0.0,0.0,3.55,4.5,5.73,0.045,0.0,0.0325,0.0,0.0375,3.89,0.015,0.0,0.03,17.1875,0.0675,0.0,0.135,0.0,0.0,0.0,0.0,0.015,0.0,0.0
12-500,Baking fat and margarine (75-90% fat),22.2,0.0,0.0,76.4,0.0,688.0,2827.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.16,26.41,12.66,9.25,4.05,2.96,46.47,33.94,46.57,34.0,16.71,12.21,16.71,12.21,36.09,26.36,0.07,0.05,0.1,0.07,15.0
17-355,Baking powder,6.3,0.91,5.2,0.0,37.8,163.0,693.0,37.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11-1029,Banana bread,27.4,0.75,4.4,12.4,53.9,331.0,1396.0,17.4,0.0,36.3,7.6,0.0,6.4,19.9,2.2,0.0,0.0,1.4,0.0,0.0,3.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.42,0.0,0.0,0.0,3.85,0.0,0.0,0.0,0.0,0.0,0.02,30.8
12-556,Banana split,63.7,0.38,2.3,11.8,23.9,205.0,858.0,0.9,0.0,18.4,4.3,0.0,2.3,8.7,0.8,2.6,0.0,0.5,0.6,0.0,6.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.32,0.0,0.0,0.0,0.71,0.0,0.0,0.0,0.0,0.0,0.27,24.4
14-318,Bananas,61.15,0.145,1.0,0.05,16.55,66.0,282.5,1.8,0.0,14.75,6.45,0.0,6.1,2.2,0.0,0.0,0.0,0.65,1.15,0.0,0.035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.035,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11-1030,Bannocks,25.8,1.525,8.9,1.5,61.15,279.0,1188.5,58.4,0.0,2.75,0.05,0.0,0.05,0.55,0.2,2.0,0.0,5.65,2.05,0.0,0.345,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.8
17-705,Barbecue sauce,54.95,0.295,1.85,10.55,13.05,220.0,924.5,3.15,0.0,10.75,0.9,0.0,1.0,8.55,0.0,0.05,0.0,0.8,1.45,0.0,6.225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.955,0.0,0.0,0.0,0.54,0.0,0.0,0.0,0.0,0.0,0.34,25.35
14-804,Barcelona nuts,4.6,1.67,8.85,51.85,4.2,518.0,2136.5,1.45,0.0,2.75,0.0,0.0,0.0,2.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11-002,Barley,40.1,0.905,5.3,1.15,55.6,240.0,1022.5,55.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35,0.0,0.035,0.0,0.07,0.0,0.0,0.0,0.385,0.0,0.0,0.0,0.145,0.0,0.0,0.0,0.0,0.0
17-743,Barley water,85.1,0.03,0.2,0.0,14.2,54.0,230.5,1.3,0.0,12.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13-804,Basil,47.2,1.4,8.75,2.4,24.15,145.5,610.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16-385,Bass,64.875,3.2525,20.25,7.775,0.0,150.75,507.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.13,1.7,0.0,0.96,0.0,1.3775,18.975,2.66,0.0,2.6725,16.7725,2.34,0.0,2.34,0.0,0.0,0.0,0.0,0.105,0.015,56.15
13-806,Bay leaf,5.4,1.22,7.6,8.4,48.6,313.0,1312.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6,0.0,0.0,0.0,2.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15-664,Bean loaf,64.7,1.11,6.6,7.2,15.1,148.0,621.0,10.5,0.0,3.6,1.1,0.0,1.2,1.2,0.0,0.0,0.0,4.3,0.0,0.0,0.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.6,0.0,0.0,0.0,2.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15-665,Beanburger,56.85,1.235,7.625,9.825,20.125,194.75,814.25,16.3,0.6,2.9,0.725,0.0,0.625,1.55,0.025,0.0,0.0,4.45,0.0,0.0,0.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.03,0.0,0.0,0.0,2.6025,0.0,0.0,0.0,0.0,0.0,0.0,14.95
13-041,Beans,36.1364,1.6102,10.0614,1.4364,20.2773,155.2273,658.75,15.3659,0.25,1.375,0.1273,0.0,0.1932,0.8818,0.0091,0.0,0.0,3.9636,0.1705,0.0,0.2009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2114,0.0,0.0,0.0,0.6664,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13-426,Beansprouts,90.1333,0.39,2.4333,2.3667,3.1,42.6667,177.6667,1.4333,0.0,1.6667,0.8,0.0,0.8667,0.0,0.0,0.0,0.0,1.2333,0.0,0.0,0.2233,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2067,0.0,0.0,0.0,0.7467,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18-002,Beef,60.7179,4.1689,26.06,11.6389,0.1768,210.0211,877.6211,0.0884,0.0,0.0768,0.0211,0.0,0.02,0.0358,0.0,0.0,0.0042,0.02,0.0189,43.2084,4.9806,0.6888,0.0637,0.1539,0.0145,5.8408,0.5931,44.26,5.0418,0.7103,0.0636,5.8126,0.6002,5.9754,0.5982,0.2772,0.028,3.6249,0.4026,70.7905
19-551,Beef Stroganoff,68.9,2.49,15.3,11.2,2.5,171.0,713.0,0.0,0.4,2.1,0.5,0.0,0.4,0.4,0.0,0.8,0.0,0.5,0.6,0.0,6.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.72,0.0,0.0,0.0,0.49,0.0,0.0,0.0,0.0,0.0,0.0,60.9
19-552,Beef Wellington,39.2,2.64,16.3,25.5,16.2,356.0,1480.0,15.4,0.0,0.7,0.1,0.0,0.0,0.0,0.7,0.0,0.0,0.4,1.4,0.0,10.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.24,0.0,0.0,0.0,2.63,0.0,0.0,0.0,0.0,0.0,0.25,54.0
19-471,Beef bourguignon,71.4,2.26,13.8,6.2,2.5,140.0,587.0,1.4,0.2,0.9,0.3,0.0,0.3,0.2,0.0,0.0,3.0,0.4,0.4,0.0,2.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.46,0.0,0.0,0.0,1.24,0.0,0.0,0.0,0.0,0.0,0.12,41.9
19-548,Beef bourguignonne,73.6,2.31,14.1,4.2,2.5,105.0,442.0,1.4,0.0,0.8,0.3,0.0,0.2,0.2,0.0,0.0,3.0,0.4,0.5,0.0,1.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.03,0.0,0.0,0.0,0.64,0.0,0.0,0.0,0.0,0.0,0.06,40.1
17-514,Beef extract,39.0,6.64,40.4,0.6,3.2,179.0,760.0,2.8,0.0,0.4,0.2,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19-588,Beef olives,71.4,2.23,13.9,11.0,1.6,159.0,662.0,1.2,0.0,0.3,0.1,0.0,0.1,0.1,0.0,0.0,0.0,0.1,0.2,0.0,4.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.98,0.0,0.0,0.0,1.19,0.0,0.0,0.0,0.0,0.0,0.22,34.6
19-589,Beef steak pudding,58.9,1.87,11.5,10.2,18.7,207.0,864.0,18.4,0.0,0.8,0.3,0.0,0.2,0.3,0.0,0.0,0.0,0.9,1.1,0.0,5.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.74,0.0,0.0,0.0,0.38,0.0,0.0,0.0,0.0,0.0,0.43,34.1
17-208,Beer,93.3,0.05,0.3,0.0,2.2,35.0,146.0,0.0,0.0,2.2,0.2,0.0,0.0,0.0,2.0,0.0,3.6667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13-164,Beetroot,58.5667,0.1533,0.9667,0.1,4.4,39.0,165.0,0.2,0.0,4.2,0.2667,0.0,0.2333,3.7,0.0,0.0,0.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0667,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16-003,Bele,79.9,2.45,15.3,0.7,0.0,67.0,284.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13-807,Betel leaves,81.9,1.02,6.4,0.1,8.6,61.0,255.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14-806,Betel nuts,11.5,0.98,5.2,10.2,56.7,339.0,1430.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15-016,Bhaji,72.1585,0.4298,2.6634,11.3122,9.0561,145.3171,603.2195,4.1,0.4,3.8049,1.3854,0.0,1.2366,1.1512,0.0,0.0122,0.0,2.2512,1.2,0.0,3.6505,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.2005,0.0,0.0,0.0,2.1941,0.0,0.0,0.0,0.0034,0.0,0.1105,12.1854
17-356,Bicarbonate of soda,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19-454,Biryani,66.9,1.36,8.5,7.4,16.6,163.0,684.0,11.8,3.9,0.9,0.2,0.0,0.5,0.2,0.0,0.0,0.0,1.1,1.2,28.46,2.01,23.05,1.63,5.4,0.38,42.02,2.97,42.54,3.0,28.65,2.03,29.0,2.05,28.03,1.98,0.43,0.03,0.52,0.04,20.6
11-1032,Biscuits,3.9,1.0582,6.0864,21.2682,66.3136,464.4545,1951.2727,38.35,0.0,27.0409,1.3227,0.0,0.6773,23.4455,0.7409,0.8545,0.0,2.45,3.0773,37.07,10.3336,7.3968,1.5105,0.4595,0.0941,31.35,6.1786,30.0668,7.7386,8.2955,1.6041,8.2955,1.9118,36.9705,7.5,0.0995,0.0191,0.1455,0.1632,19.6864
13-056,Black gram,41.5167,2.7183,17.0,0.9,28.2667,189.1667,802.8333,26.3667,0.0,0.8,0.05,0.0,0.05,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19-113,Black pudding,47.3,1.555,9.7,21.05,15.7,287.0,1195.0,15.5,0.0,0.2,0.05,0.0,0.0,0.05,0.0,0.0,0.0,0.1,0.0,0.0,8.1,5.6,0.875,0.5,0.08,24.0,3.755,0.0,8.8,6.1,0.955,0.0,3.0,19.6,3.07,0.05,0.01,0.2,0.03,55.5
14-049,Blackberries,55.3667,0.0767,0.5,0.1333,6.0667,34.6667,147.3333,0.0,0.0,6.0667,1.5333,0.0,1.5667,2.9667,0.0,0.0,0.0,1.6667,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0667,0.0,0.0,0.0,0.0667,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14-349,Blackberry and apple,84.05,0.075,0.45,0.2,11.1,45.5,193.0,0.0,0.0,11.1,1.8,0.0,3.75,5.5,0.0,0.0,0.0,1.85,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.095,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17-737,Blackcurrant juice drink/squash,70.3,0.01,0.05,0.0,30.7,115.5,492.0,0.0,0.0,30.7,5.0,0.0,4.4,20.55,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14-053,Blackcurrants,77.0,0.1333,0.8,0.0,9.0667,36.6667,158.6667,0.0,0.0,9.0667,2.7667,0.0,3.1667,3.1667,0.0,0.0,0.0,3.1667,0.9333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12-557,Blancmange,77.1,0.52,3.3,1.6,18.1,96.0,405.0,6.4,0.0,11.7,0.0,0.0,0.0,7.3,0.0,4.4,0.0,0.0,0.0,0.0,1.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.07,5.6
16-170,Bloater,45.85,3.1,19.4,14.35,0.0,207.0,860.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.05,0.0,0.0,0.0,2.95,0.0,0.0,0.0,0.0,0.0,0.0,54.5
14-325,Blueberries,85.7,0.14,0.9,0.2,9.1,40.0,169.0,0.0,0.0,9.1,3.9,0.0,5.2,0.0,0.0,0.0,0.0,1.5,1.5,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16-004,Boal,73.0,2.46,15.4,2.7,0.0,86.0,362.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19-475,Bolognese sauce (with meat),73.7,1.985,12.4,8.25,2.8,134.5,560.0,0.1,0.1,2.6,1.1,0.0,1.1,0.4,0.0,0.0,0.0,0.6,0.65,0.0,2.845,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.03,0.0,0.0,0.0,1.775,0.0,0.0,0.0,0.0,0.0,0.29,27.0
16-005,Bombay duck,16.7,9.87,61.7,4.0,0.0,283.0,1197.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17-764,Bombay mix,3.5,3.01,18.8,32.9,35.1,503.0,2099.0,32.8,0.0,2.3,0.1,0.0,0.1,2.2,0.0,0.0,0.0,6.2,8.8,12.56,3.95,30.95,9.72,4.92,1.55,51.92,16.33,51.92,16.33,35.42,11.14,35.42,11.14,12.53,3.94,0.04,0.01,0.0,0.0,0.0
17-770,Bouillabaisse,75.0,1.8,11.3,10.5,2.0,139.0,579.0,0.1,0.0,1.7,0.6,0.0,0.5,0.4,0.0,0.0,0.0,0.4,0.0,0.0,1.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.42,0.0,0.0,0.0,0.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0
