Food Code,Food Name,Water (g),Total nitrogen (g),Protein (g),Fat (g),Carbohydrate (g),Energy (kcal) (kcal),Energy (kJ) (kJ),Starch (g),Oligosaccharide (g),Total sugars (g),Glucose (g),Galactose (g),Fructose (g),Sucrose (g),Maltose (g),Lactose (g),Alcohol (g),NSP (g),AOAC fibre (g),Satd FA /100g FA (g),Satd FA /100g fd (g),n-6 poly /100g FA (g),n-6 poly /100g food (g),n-3 poly /100g FA (g),n-3 poly /100g food (g),cis-Mono FA /100g FA (g),cis-Mono FA /100g Food (g),Mono FA/ 100g FA (g),Mono FA /100g food (g),cis-Polyu FA /100g FA (g),cis-Poly FA /100g Food (g),Poly FA /100g FA (g),Poly FA /100g food (g),Sat FA excl Br /100g FA (g),Sat FA excl Br /100g food (g),Branched chain FA /100g FA (g),Branched chain FA /100g food (g),Trans FAs /100g FA (g),Trans FAs /100g food (g),Cholesterol (mg)
11-011,Cornmeal,12.2,1.5,9.4,3.3,73.1,368.0,1540.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19-477,Coronation chicken,55.2,2.66,16.6,23.1,3.85,289.0,1199.0,0.75,0.0,3.15,0.95,0.0,0.8,1.2,0.15,0.0,0.0,0.0,0.2,0.0,2.625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.135,0.0,0.0,0.0,5.755,0.0,0.0,0.0,0.0,0.0,0.065,76.1
13-232,Courgette,37.2,0.1757,1.1143,2.0571,1.1143,77.0,324.7143,0.0429,0.0,1.0714,0.4286,0.0,0.5143,0.1286,0.0,0.0,0.0,0.5143,0.0,0.0,0.5843,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7014,0.0,0.0,0.0,0.6271,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15-726,Courgettes with eggs,81.7,0.63,3.9,9.7,2.2,112.0,462.0,0.1,0.0,2.0,0.8,0.0,0.9,0.3,0.0,0.0,0.0,0.9,0.0,0.0,1.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.94,0.0,0.0,0.0,4.43,0.0,0.0,0.0,0.0,0.0,0.0,61.9
11-901,Couscous,31.85,1.68,9.6,1.55,58.35,271.0,1154.0,56.7,0.0,1.65,0.0,0.0,0.0,0.5,1.1,0.0,0.0,2.75,2.95,10.635,0.24,28.365,0.64,1.665,0.04,9.22,0.21,9.235,0.21,30.045,0.68,30.13,0.68,10.635,0.24,0.0,0.0,0.095,0.0,0.0
16-391,Crab,65.42,2.742,17.14,2.9,0.0,94.6,398.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.492,0.468,0.0,0.076,0.0,0.334,12.218,0.442,0.0,0.654,13.244,0.41,0.0,0.598,0.0,0.0,0.0,0.0,0.28,0.014,130.32
11-1134,Crackers,3.2,1.7,9.8,10.5,76.7,421.0,1781.0,75.9,0.0,0.8,0.0,0.0,0.0,0.6,0.1,0.0,0.0,0.5,5.4,0.0,3.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.31,0.0,0.0,0.0,1.83,0.0,0.0,0.0,0.0,0.0,0.02,1.3
14-073,Cranberries,87.0,0.06,0.4,0.1,3.4,15.0,65.0,0.0,0.0,3.4,2.2,0.0,1.2,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17-744,Cranberry fruit juice drink,87.9,0.0,0.0,0.0,12.1,45.0,194.0,0.0,0.0,12.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16-235,Crayfish,83.8,2.38,14.9,0.8,0.0,67.0,283.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,105.0
12-112,Cream,61.75,0.3738,2.3875,31.8625,3.925,311.0,1282.5,0.0,0.025,3.9,0.0,0.0,0.0,0.9625,0.0,2.9375,0.0,0.0,0.0,0.0,20.0112,0.9762,0.2988,0.2775,0.0925,9.1462,2.7875,0.0,8.6575,1.0325,0.3238,0.0,0.9975,24.9475,7.5925,0.0,0.0,1.3688,0.59,86.8625
11-820,Cream crackers,4.9,1.57,8.9,16.4,69.7,445.0,1874.0,68.2,0.0,1.5,0.0,0.0,0.0,0.0,1.5,0.0,0.0,3.3,3.9,47.1,7.38,13.35,2.1,0.45,0.07,38.0,5.94,38.07,5.95,13.8,2.17,13.8,2.17,47.02,7.37,0.08,0.01,0.1,0.01,4.6
17-358,Cream of tartar,0.0,0.0,0.0,0.0,0.0,239.0,1005.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12-342,Cream substitute,66.3,0.45,2.85,25.1,3.8,251.5,1038.5,0.0,0.0,3.8,0.0,0.0,0.0,0.0,0.0,3.8,0.0,0.05,0.1,0.0,16.765,6.115,1.43,2.46,0.575,18.755,4.28,0.0,4.855,8.395,1.96,0.0,2.01,69.185,16.765,0.0,0.0,2.635,0.63,7.5
12-397,Creme caramel,72.0,0.47,3.0,1.6,20.6,104.0,440.0,2.6,0.0,18.0,2.3,0.1,1.3,10.3,0.5,3.5,0.0,0.0,0.0,0.0,0.89,2.93,0.04,0.98,0.01,23.17,0.34,0.0,0.47,1.44,0.22,0.0,0.06,61.08,0.89,2.43,0.04,11.06,0.16,0.0
17-763,Creme egg,6.7,0.64,4.0,15.9,71.0,425.0,1792.0,0.0,0.0,58.0,3.6,0.0,1.8,45.7,2.0,4.9,0.0,0.5,0.0,0.0,9.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0
12-335,Creme fraiche,66.15,0.38,2.45,27.5,3.4,270.0,1113.5,0.85,0.0,2.55,0.0,0.0,0.0,0.0,0.0,2.55,0.0,0.0,0.0,0.0,18.63,1.095,0.415,0.38,0.145,10.53,3.98,0.0,5.88,1.17,0.44,0.0,0.735,35.84,13.55,0.0,0.0,1.02,0.53,56.4
11-822,Crispbread,7.7,1.47,8.6,1.4,63.4,284.0,1210.0,60.0,0.0,3.4,0.0,0.0,0.0,2.8,0.6,0.0,0.0,14.2,20.0,16.7,0.16,53.84,0.53,7.5,0.07,17.3,0.17,17.3,0.17,61.8,0.6,61.8,0.6,15.21,0.11,0.06,0.0,0.0,0.0,0.0
11-988,Croissants,24.8,1.5,8.3,19.7,43.3,373.0,1563.0,38.0,0.0,5.3,1.2,0.0,2.0,0.0,1.9,0.2,0.0,1.6,3.1,54.93,9.76,0.0,0.0,0.0,0.0,25.9,4.59,33.02,5.86,9.08,1.61,10.39,1.84,0.0,0.0,0.0,0.0,8.44,0.77,52.0
11-1020,Crumble,58.7444,0.51,3.0556,7.7889,28.2222,188.8889,794.2222,14.1333,0.0222,13.9444,1.8111,0.0,2.1778,9.3556,0.2667,0.2889,0.0,1.9,0.6333,5.5556,2.4978,0.0,0.0,0.0,0.0,4.3556,0.34,4.3667,2.9222,0.9778,0.0778,1.0556,1.1389,0.0,0.0,0.0,0.0,0.0111,0.0533,5.3333
11-989,Crumpets,40.3,1.2,6.9,1.0,45.4,207.0,881.0,42.3,0.0,3.1,1.1,0.0,0.3,0.0,1.7,0.0,0.0,2.0,3.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12-571,Crème caramel,63.3,0.82,5.1,3.3,28.7,157.0,667.0,0.0,0.0,28.7,0.0,0.0,0.0,26.3,0.0,2.4,0.0,0.0,0.0,0.0,1.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.12,0.0,0.0,0.0,0.38,0.0,0.0,0.0,0.0,0.0,0.04,96.2
13-523,Cucumber,96.5,0.16,1.0,0.6,1.2,14.0,60.0,0.0,0.0,1.2,0.5,0.0,0.7,0.0,0.0,0.0,0.0,0.7,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13-889,Cumin seeds,8.1,2.85,17.8,22.3,0.0,0.0,0.0,0.0,0.0,2.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.5,0.0,1.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.04,0.0,0.0,0.0,3.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13-234,Curly kale,44.2,0.275,1.7,0.8,0.7,29.5,125.0,0.05,0.0,0.65,0.3,0.0,0.3,0.05,0.0,0.0,0.0,1.55,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11-1009,Currant buns,23.9,1.48,8.45,5.9,55.5,295.5,1250.5,38.65,0.0,16.9,8.65,0.0,7.4,0.0,0.95,0.0,0.0,2.3,3.05,18.3,1.965,0.0,0.0,0.0,0.0,19.42,2.08,20.04,2.08,11.02,1.18,11.5,1.265,0.0,0.0,0.0,0.0,0.0,0.0,1.6
14-074,Currants,15.7,0.37,2.3,0.4,67.8,267.0,1139.0,0.0,0.0,67.8,34.4,0.0,33.3,0.0,0.0,0.0,0.0,1.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15-095,Curry,71.8948,1.1415,7.1062,7.6835,9.267,131.6495,550.3402,6.3856,0.0474,2.2268,0.6557,0.0031,0.6299,0.7454,0.0021,0.0959,0.0,1.4155,0.7835,2.7016,2.114,1.3913,0.1249,0.3569,0.0307,3.7342,0.327,3.3016,3.1539,2.4021,0.2108,2.2335,1.7153,2.7171,0.2337,0.0247,0.0024,0.0841,0.0915,25.0103
13-821,Curry leaves,68.4,1.26,7.9,1.3,13.3,97.0,409.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17-720,Curry paste,49.9,0.75,4.7,21.3,11.3,253.0,1049.0,4.3,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13-823,Curry powder,8.75,1.81,11.25,12.35,30.4,274.5,1152.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12-519,Custard,75.45,0.7217,4.5333,2.7667,16.8667,106.0,449.5,4.1167,0.0,12.7167,0.0,0.0,0.0,7.9,0.0,4.8333,0.0,0.0333,0.05,0.0,1.5033,0.2933,0.0083,0.08,0.0017,4.19,0.115,0.0,0.795,0.3733,0.01,0.0,0.1483,11.5233,0.315,0.2833,0.0,0.4233,0.0717,32.8167
14-075,Custard apple/Bullock's heart,75.8,0.24,1.5,0.4,16.1,70.0,298.0,1.2,0.0,14.9,5.4,0.0,5.6,3.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11-1138,Custard powder,12.5,0.09,0.6,0.7,92.0,354.0,1508.0,92.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16-254,Cuttlefish,80.8,2.58,16.1,0.7,0.0,71.0,300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,110.0
16-038,Dab,79.1,2.51,15.7,1.2,0.0,74.0,311.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13-484,Dahl,78.2,0.78,4.9,0.7,9.1,60.0,254.0,8.5,0.0,0.5,0.0,0.0,0.2,0.3,0.0,0.0,0.0,2.4,3.1,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26,0.0,0.0,0.0,0.32,0.0,0.0,0.0,0.0,0.0,0.0,3.2
15-511,Dal Dhokari,67.1,0.92,5.6,3.3,19.2,123.0,521.0,17.6,0.4,1.2,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.37,0.0,0.0,0.0,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14-077,Damsons,72.4167,0.0683,0.45,0.0,11.95,46.5,198.6667,0.0,0.0,11.95,4.7167,0.0,3.1667,4.1167,0.0,0.0,0.0,1.5667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14-083,Dates,28.225,0.1125,0.7,0.05,14.55,165.75,707.25,0.0,0.0,14.55,7.525,0.0,7.025,0.0,0.0,0.0,0.0,0.825,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12-398,Desserts,58.8,0.68,4.3,10.7,26.7,214.0,896.0,2.7,0.0,24.0,0.4,0.0,0.2,17.3,0.7,5.4,0.0,0.0,0.0,0.0,6.26,3.0,0.3,0.61,0.06,28.25,2.86,0.0,3.27,3.12,0.32,0.0,0.39,61.88,6.26,1.29,0.13,4.54,0.46,21.1
19-576,Devilled kidneys,74.3,2.24,13.7,7.7,1.4,129.0,542.0,0.1,0.0,1.5,0.3,0.0,0.4,0.2,0.0,0.4,0.0,0.3,0.3,0.0,3.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.66,0.0,0.0,0.0,1.13,0.0,0.0,0.0,0.0,0.0,0.13,245.2
13-824,Dill,45.6,1.89,11.8,2.6,21.55,139.0,582.0,2.35,0.0,19.2,7.2,0.0,4.8,7.2,0.0,0.0,0.0,8.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13-826,Dill seeds,7.7,2.56,16.0,14.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.4,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17-299,Dips,64.05,0.535,1.45,26.1,2.0,270.0,1114.0,2.0,0.0,1.0,0.45,0.0,0.35,0.2,0.0,0.0,0.0,0.05,0.05,0.0,2.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0
19-526,Doner kebab in pitta bread with salad,54.8,2.29,14.1,16.0,12.5,248.0,1033.0,11.5,0.0,1.1,0.3,0.0,0.3,0.0,0.4,0.0,0.0,0.9,0.9,0.0,7.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.9,0.0,0.0,0.0,1.08,0.0,0.0,0.0,0.0,0.0,1.32,47.0
19-539,Doner kebabs,42.0,3.76,23.5,31.4,0.0,377.0,1561.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.12,14.98,3.14,0.9,1.56,0.45,33.04,9.49,40.93,11.76,3.29,0.95,6.58,1.89,49.87,14.33,2.26,0.66,9.19,2.63,94.0
15-513,Dosa,77.4,0.3,1.8,6.3,10.2,97.0,404.0,5.2,0.9,4.1,1.6,0.0,1.4,0.9,0.0,0.0,0.0,1.5,0.0,0.0,0.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.28,0.0,0.0,0.0,1.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11-849,Doughnuts,25.1,0.99,5.6,19.4,45.35,367.0,1540.0,27.2,0.0,18.25,6.55,0.0,3.15,6.85,1.7,0.0,0.0,1.4,2.2,48.6,9.55,12.365,2.08,1.125,0.17,36.6,6.425,37.24,6.53,13.5,2.245,13.5,2.245,48.575,9.545,0.025,0.005,0.7,0.11,8.05
16-039,Dover sole,80.0,2.9,18.1,1.8,0.0,89.0,374.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0
17-701,Dressing,43.1286,0.1943,1.1857,33.5,6.4429,335.7143,1385.0,1.3857,0.0,5.7571,0.6,0.0,0.5571,0.4714,0.0,0.6,0.0,0.1,0.4143,2.7429,3.6971,12.0857,3.1743,2.7286,0.6914,0.0,0.0,3.27,16.0957,0.0,0.0,8.2714,7.7586,4.6,1.2329,0.0,0.0,0.0,0.0143,5.9571
14-087,Dried mixed fruit,15.5,0.37,2.3,0.4,68.1,268.0,1144.0,0.0,0.0,68.1,33.3,0.0,31.6,0.8,2.3,0.0,0.0,2.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17-498,Drinking chocolate,2.05,1.02,6.4,4.05,80.9,365.5,1552.5,0.0,1.0,79.9,0.0,0.0,0.45,79.45,0.0,0.0,0.0,0.0,0.0,30.785,2.38,2.49,0.14,0.195,0.01,16.53,0.905,16.55,1.27,2.685,0.145,2.7,0.205,30.785,1.705,0.0,0.0,0.0,0.0,0.0
17-790,Drinking chocolate powder,82.0333,0.58,3.6667,2.1667,10.8667,75.0,316.6667,0.0,0.0,10.7,0.0,0.0,0.0,6.4,0.0,4.3,0.0,0.0,0.0,0.0,1.3467,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5833,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.06,6.6
17-487,Dripping,1.0,0.0,0.0,99.0,0.0,891.0,3663.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.62,2.1,1.98,0.46,0.44,36.13,34.19,0.0,38.04,1.96,1.86,0.0,2.43,53.48,50.62,0.8,0.76,4.67,4.42,94.0
13-236,Drumstick leaves,78.15,1.12,7.0,1.25,10.2,71.0,297.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13-238,Drumstick pods,88.3,0.37,2.1,0.2,6.65,36.5,153.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18-371,Duck,43.8714,2.67,16.6857,17.2143,0.0429,221.8571,921.4286,0.0,0.0429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.7857,5.1286,3.8429,0.3014,0.3571,0.0286,14.6571,1.1729,45.2429,8.7143,4.1286,0.3243,12.7571,2.4571,9.4571,0.7571,0.0,0.0,1.0143,0.1714,73.4286
19-578,Duck a l'orange,71.25,1.68,10.5,13.25,3.85,179.0,745.0,2.8,0.0,0.95,0.3,0.0,0.3,0.3,0.0,0.0,0.3,0.0,0.0,0.0,4.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.195,0.0,0.0,0.0,1.62,0.0,0.0,0.0,0.0,0.0,0.18,52.9
19-580,Duck with pineapple,52.6,2.22,13.8,25.5,6.7,313.0,1298.0,1.7,0.0,4.9,1.1,0.0,1.0,2.7,0.0,0.0,0.3,0.3,0.0,0.0,7.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.88,0.0,0.0,0.0,3.55,0.0,0.0,0.0,0.0,0.0,0.27,66.0
11-962,Dumplings,59.8,0.47,2.7,11.7,25.4,211.0,886.0,25.2,0.0,0.2,0.0,0.0,0.0,0.1,0.0,0.0,0.0,1.0,1.2,0.0,6.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.03,0.0,0.0,0.0,0.36,0.0,0.0,0.0,0.0,0.0,0.52,10.7
14-088,Durian,62.9,0.39,2.4,1.4,28.4,136.0,575.0,5.2,0.0,23.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11-838,Eccles cakes,17.6,0.77,4.4,18.3,48.8,365.0,1532.0,14.7,0.0,34.0,10.8,0.0,15.4,3.3,4.5,0.0,0.0,2.0,3.6,53.8,9.4,8.25,1.46,1.56,0.28,34.1,5.78,35.09,5.96,9.9,1.74,9.9,1.74,44.74,9.26,9.06,0.14,1.0,0.17,22.9
16-035,Eel,61.9,2.7575,16.925,6.075,0.0,122.5,512.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.725,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.35,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,37.5
12-950,Egg fu yung,63.5,1.72,10.2,19.3,2.5,229.0,949.0,0.7,0.0,1.9,0.6,0.0,0.6,0.7,0.0,0.0,0.8,1.2,0.0,0.0,2.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.78,0.0,0.0,0.0,4.42,0.0,0.0,0.0,0.0,0.0,0.01,201.3
17-793,Egg nog,80.1,0.64,4.0,2.3,9.6,98.0,410.0,0.0,0.0,9.6,0.0,0.0,0.0,6.2,0.0,3.4,3.6,0.0,0.0,0.0,1.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.05,45.7
12-814,Eggs,62.2941,3.1929,19.9412,13.9471,0.0412,205.4118,855.6471,0.0,0.0,0.0412,0.0,0.0,0.0,0.0,0.0,0.0412,0.0,0.0,0.0059,11.4941,4.1035,1.7882,1.2024,0.2176,0.1082,21.9459,2.9806,0.0,5.2924,9.5659,1.3124,0.0,2.1835,3.6471,0.3471,0.0529,0.4159,0.1218,0.0488,565.3471
14-089,Elderberries,80.3,0.11,0.7,0.5,7.4,35.0,149.0,0.0,0.0,7.4,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19-586,Enchiladas,67.0,1.55,9.6,8.2,11.1,153.0,640.0,8.2,0.0,2.7,0.9,0.0,1.0,0.5,0.0,0.0,0.0,1.2,0.5,0.0,3.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.06,0.0,0.0,0.0,0.85,0.0,0.0,0.0,0.0,0.0,0.31,23.1
13-240,Endive,93.7,0.28,1.8,0.2,1.0,13.0,54.0,0.0,0.0,1.0,0.4,0.0,0.5,0.1,0.0,0.0,0.0,2.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17-672,Energy drink,88.7,0.0,0.0,0.0,11.1,42.0,178.0,0.0,0.0,11.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19-131,Faggots in gravy,69.6,1.31,8.2,7.5,12.6,148.0,619.0,10.8,0.1,1.7,0.5,0.0,0.3,0.3,0.6,0.0,0.0,0.2,0.0,0.0,2.5,13.02,0.93,2.44,0.17,42.88,3.06,0.0,2.9,15.09,1.08,0.0,1.0,38.26,2.73,0.38,0.03,2.01,0.14,45.0
19-464,Fajita,72.6,2.69,16.8,6.3,0.3,125.0,524.0,0.2,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.8,35.23,2.12,21.67,1.31,3.9,0.23,38.15,2.3,38.63,2.33,25.68,1.55,26.14,1.57,34.02,2.05,1.21,0.07,0.48,0.03,48.2
15-795,Falafel,60.4,1.02,6.4,11.2,15.9,183.0,764.0,11.6,0.0,2.7,0.8,0.0,0.6,1.3,0.0,0.0,0.0,3.5,0.0,0.0,0.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.05,0.0,0.0,0.0,3.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12-497,Fat spread,42.3375,0.03,0.2,54.425,0.275,493.5,2029.125,0.1125,0.0,0.275,0.0,0.0,0.0,0.0,0.0,0.65,0.0,0.0,0.0,22.8838,13.575,19.5138,12.7925,4.0588,2.775,40.2925,20.2662,40.5088,22.8088,23.5725,11.4425,23.5725,15.4425,22.8362,11.675,0.0475,0.0238,0.2125,0.1362,2.8625
14-090,Feijoa,85.0,0.15,0.9,0.5,10.3,47.0,199.0,0.3,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13-241,Fennel,94.3,0.145,0.9,0.2,1.65,11.5,48.5,0.1,0.0,1.55,0.8,0.0,0.65,0.1,0.0,0.0,0.0,2.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
